,studrollno,SubName,SubjectId,per_lect
11504,17-1705     ,ENC105 American Literature,118604,87.5
11505,17-1705     ,ENC106 Modern European  Drama,30332,72.72727272727273
11506,17-1705     ,ENC107  British Romantic  Literature,29655,84.61538461538461
11507,17-1705     ,END101  Literary  Criticism,30329,93.33333333333333
11508,17-1705     ,END103 Modern  Indian  Writing  in English Translation ,29654,92.3076923076923
11509,17-1705     ,END106  Science And Detective Fiction,30330,84.61538461538461
11510,17-1707     ,PSC 105 Psychological Disorders,30309,100.0
11511,17-1707     ,PSC 106 (Honours) Psychological  Testing,60620,88.88888888888889
11512,17-1707     ,PSC 107 (Honours)  Positive Psychology,30311,100.0
11513,17-1707     ,PSD 101 (Honours)  Statistics  for  Psychology,30308,100.0
11514,17-1707     ,PSD 102  Health Psychology,30307,88.88888888888889
11515,17-1707     ,PSD 104 (Honours)  Criminal  Psychology,30306,100.0
11516,17-1708     ,ENC105 American Literature,118604,100.0
11517,17-1708     ,ENC106 Modern European  Drama,30332,81.81818181818183
11518,17-1708     ,ENC107  British Romantic  Literature,29655,84.61538461538461
11519,17-1708     ,END101  Literary  Criticism,30329,73.33333333333333
11520,17-1708     ,END103 Modern  Indian  Writing  in English Translation ,29654,92.3076923076923
11521,17-1708     ,END106  Science And Detective Fiction,30330,84.61538461538461
11522,17-1709     ,PSC 105 Psychological Disorders,30309,90.9090909090909
11523,17-1709     ,PSC 106 (Honours) Psychological  Testing,60620,94.44444444444444
11524,17-1709     ,PSC 107 (Honours)  Positive Psychology,30311,86.66666666666667
11525,17-1709     ,PSD 101 (Honours)  Statistics  for  Psychology,30308,100.0
11526,17-1709     ,PSD 102  Health Psychology,30307,77.77777777777779
11527,17-1709     ,PSD 104 (Honours)  Criminal  Psychology,30306,92.3076923076923
11528,17-1710     ,ENC105 American Literature,118604,95.83333333333334
11529,17-1710     ,ENC106 Modern European  Drama,30332,45.45454545454545
11530,17-1710     ,ENC107  British Romantic  Literature,29655,84.61538461538461
11531,17-1710     ,END101  Literary  Criticism,30329,73.33333333333333
11532,17-1710     ,END103 Modern  Indian  Writing  in English Translation ,29654,76.92307692307693
11533,17-1710     ,END106  Science And Detective Fiction,30330,53.84615384615385
11534,17-1711     ,ENC105 American Literature,118604,100.0
11535,17-1711     ,ENC106 Modern European  Drama,30332,72.72727272727273
11536,17-1711     ,ENC107  British Romantic  Literature,29655,92.3076923076923
11537,17-1711     ,END101  Literary  Criticism,30329,80.0
11538,17-1711     ,END103 Modern  Indian  Writing  in English Translation ,29654,100.0
11539,17-1711     ,END106  Science And Detective Fiction,30330,76.92307692307693
11540,17-1712     ,PSC 105 Psychological Disorders,30309,90.9090909090909
11541,17-1712     ,PSC 106 (Honours) Psychological  Testing,60620,88.88888888888889
11542,17-1712     ,PSC 107 (Honours)  Positive Psychology,30311,86.66666666666667
11543,17-1712     ,PSD 101 (Honours)  Statistics  for  Psychology,30308,100.0
11544,17-1712     ,PSD 102  Health Psychology,30307,66.66666666666666
11545,17-1712     ,PSD 104 (Honours)  Criminal  Psychology,30306,76.92307692307693
11546,17-1713     ,ENC105 American Literature,118604,100.0
11547,17-1713     ,ENC106 Modern European  Drama,30332,72.72727272727273
11548,17-1713     ,ENC107  British Romantic  Literature,29655,92.3076923076923
11549,17-1713     ,END101  Literary  Criticism,30329,93.33333333333333
11550,17-1713     ,END103 Modern  Indian  Writing  in English Translation ,29654,100.0
11551,17-1713     ,END106  Science And Detective Fiction,30330,84.61538461538461
11552,17-1714     ,ENC105 American Literature,118604,62.5
11553,17-1714     ,ENC106 Modern European  Drama,30332,54.54545454545454
11554,17-1714     ,ENC107  British Romantic  Literature,29655,53.84615384615385
11555,17-1714     ,END101  Literary  Criticism,30329,60.0
11556,17-1714     ,END103 Modern  Indian  Writing  in English Translation ,29654,69.23076923076923
11557,17-1714     ,END106  Science And Detective Fiction,30330,53.84615384615385
11558,17-1715     ,ENC105 American Literature,118604,91.66666666666666
11559,17-1715     ,ENC106 Modern European  Drama,30332,90.9090909090909
11560,17-1715     ,ENC107  British Romantic  Literature,29655,84.61538461538461
11561,17-1715     ,END101  Literary  Criticism,30329,80.0
11562,17-1715     ,END103 Modern  Indian  Writing  in English Translation ,29654,84.61538461538461
11563,17-1715     ,END106  Science And Detective Fiction,30330,92.3076923076923
11564,17-1716     ,ENC105 American Literature,118604,87.5
11565,17-1716     ,ENC106 Modern European  Drama,30332,72.72727272727273
11566,17-1716     ,ENC107  British Romantic  Literature,29655,84.61538461538461
11567,17-1716     ,END101  Literary  Criticism,30329,73.33333333333333
11568,17-1716     ,END103 Modern  Indian  Writing  in English Translation ,29654,76.92307692307693
11569,17-1716     ,END106  Science And Detective Fiction,30330,84.61538461538461
11570,17-1717     ,PSC 105 Psychological Disorders,30309,63.63636363636363
11571,17-1717     ,PSC 106 (Honours) Psychological  Testing,60620,94.44444444444444
11572,17-1717     ,PSC 107 (Honours)  Positive Psychology,30311,66.66666666666666
11573,17-1717     ,PSD 101 (Honours)  Statistics  for  Psychology,30308,100.0
11574,17-1717     ,PSD 102  Health Psychology,30307,77.77777777777779
11575,17-1717     ,PSD 104 (Honours)  Criminal  Psychology,30306,61.53846153846154
11576,17-1718     ,ENC105 American Literature,118604,83.33333333333334
11577,17-1718     ,ENC106 Modern European  Drama,30332,90.9090909090909
11578,17-1718     ,ENC107  British Romantic  Literature,29655,46.15384615384615
11579,17-1718     ,END101  Literary  Criticism,30329,73.33333333333333
11580,17-1718     ,END103 Modern  Indian  Writing  in English Translation ,29654,76.92307692307693
11581,17-1718     ,END106  Science And Detective Fiction,30330,84.61538461538461
11582,17-1719     ,PSC 105 Psychological Disorders,30309,54.54545454545454
11583,17-1719     ,PSC 106 (Honours) Psychological  Testing,60620,77.77777777777779
11584,17-1719     ,PSC 107 (Honours)  Positive Psychology,30311,86.66666666666667
11585,17-1719     ,PSD 101 (Honours)  Statistics  for  Psychology,30308,100.0
11586,17-1719     ,PSD 102  Health Psychology,30307,88.88888888888889
11587,17-1719     ,PSD 104 (Honours)  Criminal  Psychology,30306,92.3076923076923
11588,17-1719     ,Project,29992,100.0
11589,17-1722     ,PSC 105 Psychological Disorders,30309,54.54545454545454
11590,17-1722     ,PSC 106 (Honours) Psychological  Testing,60620,77.77777777777779
11591,17-1722     ,PSC 107 (Honours)  Positive Psychology,30311,60.0
11592,17-1722     ,PSD 101 (Honours)  Statistics  for  Psychology,30308,100.0
11593,17-1722     ,PSD 102  Health Psychology,30307,55.55555555555556
11594,17-1722     ,PSD 104 (Honours)  Criminal  Psychology,30306,53.84615384615385
11595,17-1722     ,Project,29992,100.0
11596,17-1724     ,PSC 105 Psychological Disorders,30309,81.81818181818183
11597,17-1724     ,PSC 106 (Honours) Psychological  Testing,60620,100.0
11598,17-1724     ,PSC 107 (Honours)  Positive Psychology,30311,86.66666666666667
11599,17-1724     ,PSD 101 (Honours)  Statistics  for  Psychology,30308,100.0
11600,17-1724     ,PSD 102  Health Psychology,30307,77.77777777777779
11601,17-1724     ,PSD 104 (Honours)  Criminal  Psychology,30306,76.92307692307693
11602,17-1726     ,ENC105 American Literature,118604,66.66666666666666
11603,17-1726     ,ENC106 Modern European  Drama,30332,54.54545454545454
11604,17-1726     ,ENC107  British Romantic  Literature,29655,76.92307692307693
11605,17-1726     ,END101  Literary  Criticism,30329,60.0
11606,17-1726     ,END103 Modern  Indian  Writing  in English Translation ,29654,84.61538461538461
11607,17-1726     ,END106  Science And Detective Fiction,30330,76.92307692307693
11608,17-1727     ,ENC105 American Literature,118604,87.5
11609,17-1727     ,ENC106 Modern European  Drama,30332,90.9090909090909
11610,17-1727     ,ENC107  British Romantic  Literature,29655,53.84615384615385
11611,17-1727     ,END101  Literary  Criticism,30329,80.0
11612,17-1727     ,END103 Modern  Indian  Writing  in English Translation ,29654,76.92307692307693
11613,17-1727     ,END106  Science And Detective Fiction,30330,84.61538461538461
11614,17-1728     ,ENC105 American Literature,118604,75.0
11615,17-1728     ,ENC106 Modern European  Drama,30332,72.72727272727273
11616,17-1728     ,ENC107  British Romantic  Literature,29655,84.61538461538461
11617,17-1728     ,END101  Literary  Criticism,30329,73.33333333333333
11618,17-1728     ,END103 Modern  Indian  Writing  in English Translation ,29654,84.61538461538461
11619,17-1728     ,END106  Science And Detective Fiction,30330,76.92307692307693
11620,17-1730     ,ENC105 American Literature,118604,91.66666666666666
11621,17-1730     ,ENC106 Modern European  Drama,30332,81.81818181818183
11622,17-1730     ,ENC107  British Romantic  Literature,29655,69.23076923076923
11623,17-1730     ,END101  Literary  Criticism,30329,86.66666666666667
11624,17-1730     ,END103 Modern  Indian  Writing  in English Translation ,29654,100.0
11625,17-1730     ,END106  Science And Detective Fiction,30330,92.3076923076923
11626,17-1731     ,PSC 105 Psychological Disorders,30309,100.0
11627,17-1731     ,PSC 106 (Honours) Psychological  Testing,60620,100.0
11628,17-1731     ,PSC 107 (Honours)  Positive Psychology,30311,100.0
11629,17-1731     ,PSD 101 (Honours)  Statistics  for  Psychology,30308,100.0
11630,17-1731     ,PSD 102  Health Psychology,30307,88.88888888888889
11631,17-1731     ,PSD 104 (Honours)  Criminal  Psychology,30306,84.61538461538461
11632,17-1732     ,ENC105 American Literature,118604,50.0
11633,17-1732     ,ENC106 Modern European  Drama,30332,63.63636363636363
11634,17-1732     ,ENC107  British Romantic  Literature,29655,69.23076923076923
11635,17-1732     ,END101  Literary  Criticism,30329,66.66666666666666
11636,17-1732     ,END103 Modern  Indian  Writing  in English Translation ,29654,76.92307692307693
11637,17-1732     ,END106  Science And Detective Fiction,30330,69.23076923076923
11638,17-1733     ,PSC 105 Psychological Disorders,30309,100.0
11639,17-1733     ,PSC 106 (Honours) Psychological  Testing,60620,94.44444444444444
11640,17-1733     ,PSC 107 (Honours)  Positive Psychology,30311,93.33333333333333
11641,17-1733     ,PSD 101 (Honours)  Statistics  for  Psychology,30308,100.0
11642,17-1733     ,PSD 102  Health Psychology,30307,77.77777777777779
11643,17-1733     ,PSD 104 (Honours)  Criminal  Psychology,30306,76.92307692307693
11644,17-1734     ,PSC 105 Psychological Disorders,30309,63.63636363636363
11645,17-1734     ,PSC 106 (Honours) Psychological  Testing,60620,83.33333333333334
11646,17-1734     ,PSC 107 (Honours)  Positive Psychology,30311,86.66666666666667
11647,17-1734     ,PSD 101 (Honours)  Statistics  for  Psychology,30308,100.0
11648,17-1734     ,PSD 102  Health Psychology,30307,66.66666666666666
11649,17-1734     ,PSD 104 (Honours)  Criminal  Psychology,30306,69.23076923076923
11650,17-1735     ,ENC105 American Literature,59302,33.33333333333333
11651,17-1735     ,END101  Literary  Criticism,30329,40.0
11652,17-1735     ,SOC105,5585,30.76923076923077
11653,17-1735     ,SOD101  Indian Society  Issues and Concerns,30343,66.66666666666666
11654,17-1742     ,ENC105 American Literature,118604,70.83333333333334
11655,17-1742     ,ENC106 Modern European  Drama,30332,45.45454545454545
11656,17-1742     ,ENC107  British Romantic  Literature,29655,53.84615384615385
11657,17-1742     ,END101  Literary  Criticism,30329,66.66666666666666
11658,17-1742     ,END103 Modern  Indian  Writing  in English Translation ,29654,84.61538461538461
11659,17-1742     ,END106  Science And Detective Fiction,30330,69.23076923076923
11660,17-1747     ,POC105  WESTERN POLITICAL THINKERS (PLATO TO  LOCKE) ,30349,92.3076923076923
11661,17-1747     ,POC107 INDIAN  POLITICAL  THINKERS (KAUTILYA TO  VIVEKANANDA),30353,76.92307692307693
11662,17-1747     ,POC109  GOVERNMENT  AND  POLITICS  OF  GOA  (1961 - 1987),30351,100.0
11663,17-1747     ,POD101  INTERNATIONAL  RELATIONS,30355,83.33333333333334
11664,17-1747     ,POD103  Public Administration,30345,85.71428571428571
11665,17-1747     ,POD105 COMPARATIVE  GOVT.,30347,91.66666666666666
11666,17-1748     ,ENC105 American Literature,118604,79.16666666666666
11667,17-1748     ,ENC106 Modern European  Drama,30332,45.45454545454545
11668,17-1748     ,ENC107  British Romantic  Literature,29655,53.84615384615385
11669,17-1748     ,END101  Literary  Criticism,30329,66.66666666666666
11670,17-1748     ,END103 Modern  Indian  Writing  in English Translation ,29654,92.3076923076923
11671,17-1748     ,END106  Science And Detective Fiction,30330,76.92307692307693
11672,17-1749     ,POC105  WESTERN POLITICAL THINKERS (PLATO TO  LOCKE) ,30349,92.3076923076923
11673,17-1749     ,POC107 INDIAN  POLITICAL  THINKERS (KAUTILYA TO  VIVEKANANDA),30353,69.23076923076923
11674,17-1749     ,POC109  GOVERNMENT  AND  POLITICS  OF  GOA  (1961 - 1987),30351,93.75
11675,17-1749     ,POD101  INTERNATIONAL  RELATIONS,30355,83.33333333333334
11676,17-1749     ,POD103  Public Administration,30345,85.71428571428571
11677,17-1749     ,POD105 COMPARATIVE  GOVT.,30347,100.0
11678,17-1750     ,POC105  WESTERN POLITICAL THINKERS (PLATO TO  LOCKE) ,30349,92.3076923076923
11679,17-1750     ,POC107 INDIAN  POLITICAL  THINKERS (KAUTILYA TO  VIVEKANANDA),30353,76.92307692307693
11680,17-1750     ,POC109  GOVERNMENT  AND  POLITICS  OF  GOA  (1961 - 1987),30351,68.75
11681,17-1750     ,POD101  INTERNATIONAL  RELATIONS,30355,58.333333333333336
11682,17-1750     ,POD103  Public Administration,30345,100.0
11683,17-1750     ,POD105 COMPARATIVE  GOVT.,30347,83.33333333333334
11684,17-1752     ,ENC105 American Literature,59302,66.66666666666666
11685,17-1752     ,END101  Literary  Criticism,30329,80.0
11686,17-1752     ,SOC105,5585,84.61538461538461
11687,17-1752     ,SOD102  Rural Society in India,30340,80.0
11688,17-1763     ,SOC105,5585,76.92307692307693
11689,17-1763     ,SOC106,30339,80.0
11690,17-1763     ,SOC107,30342,76.92307692307693
11691,17-1763     ,SOD101  Indian Society  Issues and Concerns,30343,75.0
11692,17-1763     ,SOD102  Rural Society in India,30340,50.0
11693,17-1763     ,SOD103,30341,100.0
11694,17-1781     ,HNC105,60722,77.77777777777779
11695,17-1781     ,HNC106,30358,77.77777777777779
11696,17-1781     ,HNC107,30360,60.0
11697,17-1781     ,HND101,60714,88.23529411764706
11698,17-1781     ,HND102  ,29979,92.3076923076923
11699,17-1781     ,HND103,30359,100.0
11700,17-1782     ,MRC105,30364,78.57142857142857
11701,17-1782     ,MRC106,30363,71.42857142857143
11702,17-1782     ,MRC107,30368,82.35294117647058
11703,17-1782     ,MRD101,30369,76.47058823529412
11704,17-1782     ,MRD102,5574,76.47058823529412
11705,17-1782     ,MRD103,60732,92.3076923076923
11706,17-1801     ,Film Appreciation,30296,46.15384615384615
11707,17-1801     ,Graphic  Designing,60584,64.28571428571429
11708,17-1801     ,History of  Media,60590,47.368421052631575
11709,17-1801     ,Media Law  and  Ethics,30298,64.28571428571429
11710,17-1801     ,TV Production,60594,91.30434782608695
11711,17-1801     ,Video Editing,60586,61.904761904761905
11712,17-1803     ,Film Appreciation,30296,92.3076923076923
11713,17-1803     ,Graphic  Designing,60584,82.14285714285714
11714,17-1803     ,History of  Media,60590,94.73684210526315
11715,17-1803     ,Media Law  and  Ethics,30298,100.0
11716,17-1803     ,TV Production,60594,100.0
11717,17-1803     ,Video Editing,60586,85.71428571428571
11718,17-1804     ,Film Appreciation,30296,53.84615384615385
11719,17-1804     ,Graphic  Designing,60584,89.28571428571429
11720,17-1804     ,History of  Media,60590,84.21052631578947
11721,17-1804     ,Media Law  and  Ethics,30298,100.0
11722,17-1804     ,TV Production,60594,95.65217391304348
11723,17-1804     ,Video Editing,60586,76.19047619047619
11724,17-1805     ,Film Appreciation,30296,30.76923076923077
11725,17-1805     ,Graphic  Designing,60584,82.14285714285714
11726,17-1805     ,History of  Media,60590,89.47368421052632
11727,17-1805     ,Media Law  and  Ethics,30298,92.85714285714286
11728,17-1805     ,TV Production,60594,73.91304347826086
11729,17-1805     ,Video Editing,60586,80.95238095238095
11730,17-1807     ,Film Appreciation,30296,92.3076923076923
11731,17-1807     ,Graphic  Designing,60584,96.42857142857143
11732,17-1807     ,History of  Media,60590,89.47368421052632
11733,17-1807     ,Media Law  and  Ethics,30298,92.85714285714286
11734,17-1807     ,TV Production,60594,95.65217391304348
11735,17-1807     ,Video Editing,60586,100.0
11736,17-1808     ,Film Appreciation,30296,46.15384615384615
11737,17-1808     ,Graphic  Designing,60584,100.0
11738,17-1808     ,History of  Media,60590,89.47368421052632
11739,17-1808     ,Media Law  and  Ethics,30298,100.0
11740,17-1808     ,TV Production,60594,100.0
11741,17-1808     ,Video Editing,60586,95.23809523809523
11742,17-1809     ,Film Appreciation,30296,53.84615384615385
11743,17-1809     ,Graphic  Designing,60584,100.0
11744,17-1809     ,History of  Media,60590,89.47368421052632
11745,17-1809     ,Media Law  and  Ethics,30298,92.85714285714286
11746,17-1809     ,TV Production,60594,100.0
11747,17-1809     ,Video Editing,60586,100.0
11748,17-1810     ,Film Appreciation,30296,84.61538461538461
11749,17-1810     ,Graphic  Designing,60584,100.0
11750,17-1810     ,History of  Media,60590,100.0
11751,17-1810     ,Media Law  and  Ethics,30298,100.0
11752,17-1810     ,TV Production,60594,100.0
11753,17-1810     ,Video Editing,60586,100.0
11754,17-1811     ,Film Appreciation,30296,76.92307692307693
11755,17-1811     ,Graphic  Designing,60584,96.42857142857143
11756,17-1811     ,History of  Media,60590,94.73684210526315
11757,17-1811     ,Media Law  and  Ethics,30298,100.0
11758,17-1811     ,TV Production,60594,95.65217391304348
11759,17-1811     ,Video Editing,60586,90.47619047619048
11760,17-1815     ,Film Appreciation,30296,100.0
11761,17-1815     ,Graphic  Designing,60584,100.0
11762,17-1815     ,History of  Media,60590,94.73684210526315
11763,17-1815     ,Media Law  and  Ethics,30298,100.0
11764,17-1815     ,TV Production,60594,91.30434782608695
11765,17-1815     ,Video Editing,60586,100.0
11766,17-1817     ,Film Appreciation,30296,92.3076923076923
11767,17-1817     ,Graphic  Designing,60584,100.0
11768,17-1817     ,History of  Media,60590,100.0
11769,17-1817     ,Media Law  and  Ethics,30298,100.0
11770,17-1817     ,TV Production,60594,95.65217391304348
11771,17-1817     ,Video Editing,60586,90.47619047619048
11772,17-1820     ,Film Appreciation,30296,84.61538461538461
11773,17-1820     ,Graphic  Designing,60584,78.57142857142857
11774,17-1820     ,History of  Media,60590,100.0
11775,17-1820     ,Media Law  and  Ethics,30298,100.0
11776,17-1820     ,TV Production,60594,100.0
11777,17-1820     ,Video Editing,60586,100.0
11778,17-1822     ,Film Appreciation,30296,100.0
11779,17-1822     ,Graphic  Designing,60584,100.0
11780,17-1822     ,History of  Media,60590,89.47368421052632
11781,17-1822     ,Media Law  and  Ethics,30298,100.0
11782,17-1822     ,TV Production,60594,100.0
11783,17-1822     ,Video Editing,60586,90.47619047619048
11784,17-1823     ,Film Appreciation,30296,69.23076923076923
11785,17-1823     ,Graphic  Designing,60584,100.0
11786,17-1823     ,History of  Media,60590,73.68421052631578
11787,17-1823     ,Media Law  and  Ethics,30298,71.42857142857143
11788,17-1823     ,TV Production,60594,95.65217391304348
11789,17-1823     ,Video Editing,60586,85.71428571428571
11790,17-1824     ,Film Appreciation,30296,84.61538461538461
11791,17-1824     ,Graphic  Designing,60584,92.85714285714286
11792,17-1824     ,History of  Media,60590,100.0
11793,17-1824     ,Media Law  and  Ethics,30298,85.71428571428571
11794,17-1824     ,TV Production,60594,100.0
11795,17-1824     ,Video Editing,60586,85.71428571428571
11796,17-1825     ,Film Appreciation,30296,100.0
11797,17-1825     ,Graphic  Designing,60584,100.0
11798,17-1825     ,History of  Media,60590,100.0
11799,17-1825     ,Media Law  and  Ethics,30298,100.0
11800,17-1825     ,TV Production,60594,100.0
11801,17-1825     ,Video Editing,60586,100.0
11802,17-1826     ,Film Appreciation,30296,76.92307692307693
11803,17-1826     ,Graphic  Designing,60584,100.0
11804,17-1826     ,History of  Media,60590,100.0
11805,17-1826     ,Media Law  and  Ethics,30298,100.0
11806,17-1826     ,TV Production,60594,100.0
11807,17-1826     ,Video Editing,60586,100.0
11808,17-1827     ,Film Appreciation,30296,92.3076923076923
11809,17-1827     ,Graphic  Designing,60584,100.0
11810,17-1827     ,History of  Media,60590,100.0
11811,17-1827     ,Media Law  and  Ethics,30298,100.0
11812,17-1827     ,TV Production,60594,100.0
11813,17-1827     ,Video Editing,60586,100.0
11814,17-1828     ,Film Appreciation,30296,92.3076923076923
11815,17-1828     ,Graphic  Designing,60584,100.0
11816,17-1828     ,History of  Media,60590,100.0
11817,17-1828     ,Media Law  and  Ethics,30298,100.0
11818,17-1828     ,TV Production,60594,100.0
11819,17-1828     ,Video Editing,60586,100.0
11820,17-1830     ,Film Appreciation,30296,84.61538461538461
11821,17-1830     ,Graphic  Designing,60584,78.57142857142857
11822,17-1830     ,History of  Media,60590,89.47368421052632
11823,17-1830     ,Media Law  and  Ethics,30298,100.0
11824,17-1830     ,TV Production,60594,95.65217391304348
11825,17-1830     ,Video Editing,60586,90.47619047619048
11826,17-1831     ,Film Appreciation,30296,69.23076923076923
11827,17-1831     ,Graphic  Designing,60584,85.71428571428571
11828,17-1831     ,History of  Media,60590,84.21052631578947
11829,17-1831     ,Media Law  and  Ethics,30298,85.71428571428571
11830,17-1831     ,TV Production,60594,95.65217391304348
11831,17-1831     ,Video Editing,60586,85.71428571428571
11832,17-1832     ,Film Appreciation,30296,84.61538461538461
11833,17-1832     ,Graphic  Designing,60584,100.0
11834,17-1832     ,History of  Media,60590,100.0
11835,17-1832     ,Media Law  and  Ethics,30298,100.0
11836,17-1832     ,TV Production,60594,100.0
11837,17-1832     ,Video Editing,60586,100.0
11838,17-1837     ,Film Appreciation,30296,84.61538461538461
11839,17-1837     ,Graphic  Designing,60584,78.57142857142857
11840,17-1837     ,History of  Media,60590,84.21052631578947
11841,17-1837     ,Media Law  and  Ethics,30298,100.0
11842,17-1837     ,TV Production,60594,100.0
11843,17-1837     ,Video Editing,60586,100.0
11844,17-1901     ,Business  and  Sports  Journalism,30287,75.0
11845,17-1901     ,Media  and Public  Opinion,30284,73.33333333333333
11846,17-1901     ,Photo Journalism,60576,70.83333333333334
11847,17-1901     ,Press Law  & Ethics,30281,64.70588235294117
11848,17-1901     ,Television Journalism,60564,77.77777777777779
11849,17-1901     ,Visual Design,60570,81.25
11850,17-1903     ,Business  and  Sports  Journalism,30287,81.25
11851,17-1903     ,Media  and Public  Opinion,30284,80.0
11852,17-1903     ,Photo Journalism,60576,75.0
11853,17-1903     ,Press Law  & Ethics,30281,58.82352941176471
11854,17-1903     ,Television Journalism,60564,88.88888888888889
11855,17-1903     ,Visual Design,60570,50.0
11856,17-1905     ,Business  and  Sports  Journalism,30287,93.75
11857,17-1905     ,Media  and Public  Opinion,30284,93.33333333333333
11858,17-1905     ,PROJECT,30000,100.0
11859,17-1905     ,Photo Journalism,60576,91.66666666666666
11860,17-1905     ,Press Law  & Ethics,30281,94.11764705882352
11861,17-1905     ,Television Journalism,60564,100.0
11862,17-1905     ,Visual Design,60570,100.0
11863,17-1906     ,Business  and  Sports  Journalism,30287,93.75
11864,17-1906     ,Media  and Public  Opinion,30284,93.33333333333333
11865,17-1906     ,Photo Journalism,60576,91.66666666666666
11866,17-1906     ,Press Law  & Ethics,30281,100.0
11867,17-1906     ,Television Journalism,60564,88.88888888888889
11868,17-1906     ,Visual Design,60570,100.0
11869,17-1907     ,Business  and  Sports  Journalism,30287,81.25
11870,17-1907     ,Media  and Public  Opinion,30284,73.33333333333333
11871,17-1907     ,PROJECT,30000,75.0
11872,17-1907     ,Photo Journalism,60576,75.0
11873,17-1907     ,Press Law  & Ethics,30281,47.05882352941176
11874,17-1907     ,Television Journalism,60564,88.88888888888889
11875,17-1907     ,Visual Design,60570,68.75
11876,17-1908     ,Business  and  Sports  Journalism,30287,100.0
11877,17-1908     ,Media  and Public  Opinion,30284,93.33333333333333
11878,17-1908     ,Photo Journalism,60576,100.0
11879,17-1908     ,Press Law  & Ethics,30281,100.0
11880,17-1908     ,Television Journalism,60564,100.0
11881,17-1908     ,Visual Design,60570,100.0
11882,17-1909     ,Business  and  Sports  Journalism,30287,62.5
11883,17-1909     ,Media  and Public  Opinion,30284,60.0
11884,17-1909     ,Photo Journalism,60576,83.33333333333334
11885,17-1909     ,Press Law  & Ethics,30281,76.47058823529412
11886,17-1909     ,Television Journalism,60564,88.88888888888889
11887,17-1909     ,Visual Design,60570,75.0
11888,17-1910     ,Business  and  Sports  Journalism,30287,100.0
11889,17-1910     ,Media  and Public  Opinion,30284,100.0
11890,17-1910     ,Photo Journalism,60576,91.66666666666666
11891,17-1910     ,Press Law  & Ethics,30281,88.23529411764706
11892,17-1910     ,Television Journalism,60564,100.0
11893,17-1910     ,Visual Design,60570,93.75
11894,17-1912     ,Business  and  Sports  Journalism,30287,56.25
11895,17-1912     ,Media  and Public  Opinion,30284,26.666666666666668
11896,17-1912     ,Photo Journalism,60576,50.0
11897,17-1912     ,Press Law  & Ethics,30281,23.52941176470588
11898,17-1912     ,Television Journalism,60564,27.77777777777778
11899,17-1912     ,Visual Design,60570,12.5
11900,17-1913     ,Business  and  Sports  Journalism,30287,81.25
11901,17-1913     ,Media  and Public  Opinion,30284,66.66666666666666
11902,17-1913     ,Photo Journalism,60576,83.33333333333334
11903,17-1913     ,Press Law  & Ethics,30281,70.58823529411765
11904,17-1913     ,Television Journalism,60564,83.33333333333334
11905,17-1913     ,Visual Design,60570,93.75
11906,17-1914     ,Business  and  Sports  Journalism,30287,87.5
11907,17-1914     ,Media  and Public  Opinion,30284,66.66666666666666
11908,17-1914     ,PROJECT,30000,100.0
11909,17-1914     ,Photo Journalism,60576,91.66666666666666
11910,17-1914     ,Press Law  & Ethics,30281,82.35294117647058
11911,17-1914     ,Television Journalism,60564,100.0
11912,17-1914     ,Visual Design,60570,93.75
11913,17-1915     ,Business  and  Sports  Journalism,30287,87.5
11914,17-1915     ,Media  and Public  Opinion,30284,100.0
11915,17-1915     ,Photo Journalism,60576,100.0
11916,17-1915     ,Press Law  & Ethics,30281,100.0
11917,17-1915     ,Television Journalism,60564,100.0
11918,17-1915     ,Visual Design,60570,100.0
11919,17-1916     ,Business  and  Sports  Journalism,30287,75.0
11920,17-1916     ,Media  and Public  Opinion,30284,86.66666666666667
11921,17-1916     ,PROJECT,30000,75.0
11922,17-1916     ,Photo Journalism,60576,83.33333333333334
11923,17-1916     ,Press Law  & Ethics,30281,88.23529411764706
11924,17-1916     ,Television Journalism,60564,77.77777777777779
11925,17-1916     ,Visual Design,60570,68.75
11926,17-1918     ,Business  and  Sports  Journalism,30287,75.0
11927,17-1918     ,Media  and Public  Opinion,30284,46.666666666666664
11928,17-1918     ,Photo Journalism,60576,83.33333333333334
11929,17-1918     ,Press Law  & Ethics,30281,52.94117647058824
11930,17-1918     ,Television Journalism,60564,94.44444444444444
11931,17-1918     ,Visual Design,60570,93.75
11932,17-1921     ,Business  and  Sports  Journalism,30287,87.5
11933,17-1921     ,Media  and Public  Opinion,30284,86.66666666666667
11934,17-1921     ,Photo Journalism,60576,91.66666666666666
11935,17-1921     ,Press Law  & Ethics,30281,64.70588235294117
11936,17-1921     ,Television Journalism,60564,100.0
11937,17-1921     ,Visual Design,60570,68.75
11938,17-1922     ,Business  and  Sports  Journalism,30287,62.5
11939,17-1922     ,Media  and Public  Opinion,30284,40.0
11940,17-1922     ,Photo Journalism,60576,66.66666666666666
11941,17-1922     ,Press Law  & Ethics,30281,52.94117647058824
11942,17-1922     ,Television Journalism,60564,44.44444444444444
11943,17-1922     ,Visual Design,60570,56.25
11944,17-1923     ,Business  and  Sports  Journalism,30287,87.5
11945,17-1923     ,Media  and Public  Opinion,30284,80.0
11946,17-1923     ,Photo Journalism,60576,79.16666666666666
11947,17-1923     ,Press Law  & Ethics,30281,76.47058823529412
11948,17-1923     ,Television Journalism,60564,100.0
11949,17-1923     ,Visual Design,60570,75.0
